review_case_id,feature_id,layer_id,name_ar,review_reason_codes,priority,current_value,issue_description,required_action,required_entity,suggested_collection_method,evidence_available,automatic_resolution_possible,manual_review_required,status,notes
REV-00421,LY-FNB-CAF-TRI-00403,tripoliCafes,Big Boss Burger,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00422,LY-FNB-CAF-TRI-00404,tripoliCafes,Gourmandise Libya,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00423,LY-ACC-RES-ZUW-00004,resorts,قرية شط النخيل زوارة,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00424,LY-ACC-RES-ZUW-00009,resorts,منتجع زين السياحي,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00425,LY-ACC-RES-KHO-00004,resorts,إستراحة شط غنيمة,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00426,LY-ACC-RES-KHO-00011,resorts,قرية الخمس السياحية,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00427,LY-ACC-RES-NAT-00027,resorts,شاليهات ركن النيروز,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00428,LY-ACC-RES-BEN-00001,resorts,شاليهات ريماس,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00429,LY-ACC-RES-BEN-00009,resorts,منتجع الماسة السياحي,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00430,LY-ACC-RES-BAY-00001,resorts,شاليهات الحدائق الملكية,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00431,LY-ACC-RES-TOB-00001,resorts,منتجع وفندق ريفان السياحي,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00432,LY-ACC-RES-ZUW-00013,resorts,قرية سيمو السياحية - زوارة,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00433,LY-ACC-RES-ZLI-00003,resorts,منتجع الهادريان زليتن,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00434,LY-ACC-RES-NAT-00041,resorts,منتجع سفارى السياحى,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00435,LY-ACC-RES-ZUW-00018,resorts,Barracuda Village - منتجع باراكودا,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00436,LY-ACC-RES-NAT-00043,resorts,قرية قوس غنيمة السياحية,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00437,LY-ACC-RES-NAT-00045,resorts,استراحة اونان,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00438,LY-ACC-RES-NAT-00047,resorts,Beach House,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00439,LY-ACC-RES-ZUW-00019,resorts,استراحة سيليا زوارة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00440,LY-ACC-RES-NAT-00048,resorts,استراحة نبض الحياة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00441,LY-ACC-RES-NAT-00049,resorts,Villa Helena,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00442,LY-ACC-RES-NAT-00050,resorts,Crystal House إستراحة كريستال,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00443,LY-ACC-RES-NAT-00051,resorts,استرحات انيار المميزة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00444,LY-ACC-RES-NAT-00052,resorts,اقامة لونا,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00445,LY-ACC-RES-NAT-00053,resorts,استراحة LAREN,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00446,LY-ACC-RES-ZUW-00020,resorts,منتجع بالي زوارة/Bali village,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00447,LY-ACC-RES-NAT-00054,resorts,Sea room,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00448,LY-ACC-RES-NAT-00055,resorts,Guest house,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00449,LY-ACC-RES-NAT-00056,resorts,منتجع الملّاحة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00450,LY-ACC-RES-NAT-00057,resorts,استراحة فايق بكه,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00451,LY-ACC-RES-ZUW-00022,resorts,قصر الضيافة زوارة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00452,LY-ACC-RES-NAT-00059,resorts,استراحة دار الضيافة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00453,LY-ACC-RES-ZUW-00023,resorts,استراحة فيرونا زوارة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00454,LY-ACC-RES-NAT-00060,resorts,استراحة نوفل,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00455,LY-ACC-RES-ZUW-00024,resorts,شاطئ بحر زوارة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00456,LY-ACC-RES-NAT-00061,resorts,المصيف المفتوح تليل,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00457,LY-ACC-RES-NAT-00064,resorts,شاطئ تليل السياحي,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00458,LY-ACC-RES-NAT-00065,resorts,مصيف اللؤلؤة تليل,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00459,LY-ACC-RES-NAT-00066,resorts,استراحات الفخامة صبراته,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00460,LY-ACC-RES-NAT-00067,resorts,إستراحة الجوهرة - تليل,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00461,LY-ACC-RES-NAT-00068,resorts,استراحة رويال,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00462,LY-ACC-RES-NAT-00069,resorts,استراحة تليل,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00463,LY-ACC-RES-NAT-00070,resorts,استراحة روندا,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00464,LY-ACC-RES-BAY-00003,resorts,استراحة البيضاء,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00465,LY-ACC-RES-NAT-00071,resorts,إستراحة المنتزه تليل,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00466,LY-ACC-RES-SAB-00006,resorts,استراحة القمر المضيء صبراتة تليل,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00467,LY-ACC-RES-NAT-00072,resorts,استراحه مرجان,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00468,LY-ACC-RES-NAT-00073,resorts,استراحة ليالي تليل,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00469,LY-ACC-RES-NAT-00074,resorts,استراحة ادم,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00470,LY-ACC-RES-NAT-00075,resorts,إستراحة أبان,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00471,LY-ACC-RES-NAT-00076,resorts,منتجع الفنار السياحي,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00472,LY-ACC-RES-NAT-00077,resorts,مجموعة استراحات الجرف,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00473,LY-ACC-RES-NAT-00078,resorts,إستراحة بيت الفخامه,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00474,LY-ACC-RES-NAT-00079,resorts,استراحة قورينا,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00475,LY-ACC-RES-NAT-00080,resorts,استراحة اتار صبراته,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00476,LY-ACC-RES-NAT-00081,resorts,استراحة ميار,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00477,LY-ACC-RES-NAT-00082,resorts,استراحه فينيسيا صبراته,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00478,LY-ACC-RES-NAT-00083,resorts,استراحة الزيتونة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00479,LY-ACC-RES-SAB-00007,resorts,Sabratha youth hostel _بيت شباب صبراتة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00480,LY-ACC-RES-NAT-00084,resorts,استراحة ومصيف باب البحر,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00481,LY-ACC-RES-NAT-00085,resorts,مقسم استراحات بن سالم,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00482,LY-ACC-RES-NAT-00086,resorts,إستراحة سوفانا,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00483,LY-ACC-RES-NAT-00087,resorts,استراحة لازورد صبراته,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00484,LY-ACC-RES-NAT-00088,resorts,استراحة مرجانة (الحرابي),classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00485,LY-ACC-RES-NAT-00091,resorts,استراحة مرمرة جوددائم,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00486,LY-ACC-RES-NAT-00092,resorts,استراحة البحر الابيض. JUDDIAM,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00487,LY-ACC-RES-NAT-00093,resorts,مشروع برج النصر الفندقي/ شركة الذابلة للاستثمار,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00488,LY-ACC-RES-NAT-00094,resorts,مشروع لؤلؤة المدينة قرية النفط,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00489,LY-ACC-RES-NAT-00095,resorts,مصيف شاطئ الرمال,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00490,LY-ACC-RES-NAT-00096,resorts,مصيف نسيم البحر العائلى,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00491,LY-ACC-RES-NAT-00103,resorts,ڤيلا لاڤيستا,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00492,LY-ACC-RES-NAT-00104,resorts,Private house برايفت هاوس,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00493,LY-ACC-RES-NAT-00107,resorts,استراحة القويعة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00494,LY-ACC-RES-NAT-00108,resorts,Alameer Villa ڤيلا الأمير,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00495,LY-ACC-RES-NAT-00109,resorts,Villa mfm,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00496,LY-ACC-RES-NAT-00110,resorts,W استراحة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00497,LY-ACC-RES-NAT-00111,resorts,استراحة السلام,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00498,LY-ACC-RES-NAT-00112,resorts,استراحات ابناء يوسف منيصير,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00499,LY-ACC-RES-NAT-00113,resorts,استراحات شاطئ غوط الرمان,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00500,LY-ACC-RES-NAT-00114,resorts,A.G.S villa,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00501,LY-ACC-RES-NAT-00115,resorts,استراحة فاميلي رست,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00502,LY-ACC-RES-NAT-00116,resorts,استراحة بن طابون,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00503,LY-ACC-RES-NAT-00117,resorts,إستراحة ليان للإيجار اليومي,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00504,LY-ACC-RES-NAT-00118,resorts,Villa SIMO,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00505,LY-ACC-RES-NAT-00119,resorts,إستراحة ليان للإيجار اليومي,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00506,LY-ACC-RES-NAT-00120,resorts,استراحة هلا مدريد القره بوللي,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00507,LY-ACC-RES-NAT-00122,resorts,منتجع الماسة السياحي,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00508,LY-ACC-RES-NAT-00123,resorts,Compound Rawasi,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00509,LY-ACC-RES-NAT-00124,resorts,استراحة فايف قولد ستار,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00510,LY-ACC-RES-NAT-00125,resorts,استراحة زهرة القويعة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00511,LY-ACC-RES-NAT-00126,resorts,The Twins استراحات التوأم,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00512,LY-ACC-RES-NAT-00127,resorts,منتجع إيليت,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00513,LY-ACC-RES-NAT-00128,resorts,شاليه شمس البحر القره بوللي,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00514,LY-ACC-RES-NAT-00129,resorts,شاليه النورس,classification_review|license_review,P2,integrated,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00515,LY-ACC-RES-NAT-00130,resorts,استراحة ديلان,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00516,LY-ACC-RES-NAT-00132,resorts,Salem Elgamoudi Beach House,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
