case_id,layer_id,record_a_id,record_a_name,record_b_id,record_b_name,distance_meters,name_similarity,geometry_relationship,previous_classification,final_classification,canonical_id,retired_id,action,confidence,decision_basis,fields_transferred,conflicting_fields,legacy_ids_preserved,requires_manual_review,notes
DUP-0184,investment,LY-INV-HOT-ZUW-00003,فندق زوارة,LY-INV-HOT-ZUW-00004,فندق زوارة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-ZUW-00003,LY-INV-HOT-ZUW-00004,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0185,investment,LY-INV-HOT-NAT-00069,فندق سرايا الليبو,LY-INV-HOT-NAT-00191,فندق سرايا الليبو,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00069,LY-INV-HOT-NAT-00191,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0186,investment,LY-INV-HOT-NAT-00071,فندق سفاري 2,LY-INV-HOT-NAT-00192,فندق سفاري 2,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00071,LY-INV-HOT-NAT-00192,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0187,investment,LY-INV-HOT-NAT-00073,فندق شروق افريقيا,LY-INV-HOT-NAT-00193,فندق شروق افريقيا,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00073,LY-INV-HOT-NAT-00193,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0188,investment,LY-INV-HOT-NAT-00074,فندق صحارى ليبيا,LY-INV-HOT-NAT-00194,فندق صحارى ليبيا,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00074,LY-INV-HOT-NAT-00194,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0189,investment,LY-INV-HOT-NAT-00075,فندق ضيافة ونيس,LY-INV-HOT-NAT-00195,فندق ضيافة ونيس,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00075,LY-INV-HOT-NAT-00195,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0190,investment,LY-INV-HOT-NAT-00076,فندق طليطلة,LY-INV-HOT-NAT-00196,فندق طليطلة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00076,LY-INV-HOT-NAT-00196,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0191,investment,LY-INV-HOT-NAT-00080,فندق غابة الكشافة,LY-INV-HOT-NAT-00198,فندق غابة الكشافة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00080,LY-INV-HOT-NAT-00198,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0192,investment,LY-INV-HOT-NAT-00081,فندق غريان السياحي,LY-INV-HOT-NAT-00199,فندق غريان السياحي,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00081,LY-INV-HOT-NAT-00199,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0193,investment,LY-INV-HOT-NAT-00082,فندق قرطاج,LY-INV-HOT-NAT-00202,فندق قرطاج,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00082,LY-INV-HOT-NAT-00202,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0194,investment,LY-INV-HOT-NAT-00083,فندق قصر الظهرة,LY-INV-HOT-NAT-00203,فندق قصر الظهرة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00083,LY-INV-HOT-NAT-00203,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0195,investment,LY-INV-HOT-NAT-00084,فندق قصر الفيروز,LY-INV-HOT-NAT-00205,فندق قصر الفيروز,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00084,LY-INV-HOT-NAT-00205,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0196,investment,LY-INV-HOT-SAB-00003,فندق قمر صبراتة,LY-INV-HOT-SAB-00004,فندق قمر صبراتة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-SAB-00003,LY-INV-HOT-SAB-00004,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0197,investment,LY-INV-HOT-NAT-00085,فندق كونتنتال,LY-INV-HOT-NAT-00211,فندق كونتنتال,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00085,LY-INV-HOT-NAT-00211,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0198,investment,LY-INV-HOT-NAT-00086,فندق ليالي قرطاج,LY-INV-HOT-NAT-00212,فندق ليالي قرطاج,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00086,LY-INV-HOT-NAT-00212,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0199,investment,LY-INV-HOT-NAT-00087,فندق ليبيا,LY-INV-HOT-NAT-00213,فندق ليبيا,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00087,LY-INV-HOT-NAT-00213,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0200,investment,LY-INV-HOT-NAT-00088,فندق مادي الحسان,LY-INV-HOT-NAT-00214,فندق مادي الحسان,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00088,LY-INV-HOT-NAT-00214,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0201,investment,LY-INV-HOT-GHA-00007,فندق نجوم غدامس,LY-INV-HOT-GHA-00008,فندق نجوم غدامس,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-GHA-00007,LY-INV-HOT-GHA-00008,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0202,investment,LY-INV-HOT-NAT-00090,فندق واستراحة جادو,LY-INV-HOT-NAT-00217,فندق واستراحة جادو,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00090,LY-INV-HOT-NAT-00217,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0203,investment,LY-INV-HOT-NAT-00092,فندق ومطعم النزهة,LY-INV-HOT-NAT-00218,فندق ومطعم النزهة,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00092,LY-INV-HOT-NAT-00218,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0204,investment,LY-INV-HOT-NAT-00093,فندق يفرن,LY-INV-HOT-NAT-00219,فندق يفرن,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-NAT-00093,LY-INV-HOT-NAT-00219,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0205,investment,LY-INV-HOT-TRI-00021,طرابلس للشقق الفندقية,LY-INV-HOT-TRI-00024,طرابلس للشقق الفندقية,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-HOT-TRI-00021,LY-INV-HOT-TRI-00024,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
DUP-0206,investment,LY-INV-REV-TRI-00001,نزل طرابلس الحديث,LY-INV-REV-TRI-00002,نزل طرابلس الحديث,0.0,1,within_layer_proximity,confirmed_duplicate,true_duplicate,LY-INV-REV-TRI-00001,LY-INV-REV-TRI-00002,merge_into_canonical,high,"Exact normalized name, byte-equivalent geometry, and identical type",,,true,false,No automatic deletion without strict identity evidence.
