relationship_id,record_a_layer,record_a_id,record_a_name,record_b_layer,record_b_id,record_b_name,relationship_type,relationship_status,distance_meters,name_similarity,spatial_relationship,confidence,recommended_display_behavior,requires_manual_review,notes
REL-00397,hotels,LY-HOT-000284,فندق السلاسل الذهبية,investment,LY-INV-HOT-TRI-00045,فندق السلاسل الذهبية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00398,hotels,LY-HOT-000285,فندق النورس,investment,LY-INV-HOT-TRI-00047,فندق النورس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00399,hotels,LY-HOT-000286,فندق التوفيق 1,investment,LY-INV-HOT-TRI-00032,فندق التوفيق 2,facility_and_investment_project,probable,51.9,0.917,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00400,hotels,LY-HOT-000286,فندق التوفيق 1,investment,LY-INV-HOT-TRI-00048,فندق التوفيق 1,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00401,hotels,LY-HOT-000287,فندق اليسر,investment,LY-INV-HOT-TRI-00049,فندق اليسر,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00402,hotels,LY-HOT-000288,فندق الخيام العربية,investment,LY-INV-HOT-TRI-00050,فندق الخيام العربية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00403,hotels,LY-HOT-000289,فندق الرشيد,investment,LY-INV-HOT-TRI-00052,فندق الرشيد,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00404,hotels,LY-HOT-000290,فندق أسامة,investment,LY-INV-HOT-NAT-00226,فندق أسامة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00405,hotels,LY-HOT-000291,فندق الزيتونة,investment,LY-INV-HOT-TRI-00053,فندق الزيتونة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00406,hotels,LY-HOT-000292,فندق ريباس,investment,LY-INV-HOT-NAT-00185,فندق ريباس,facility_and_investment_project,probable,16.2,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00407,hotels,LY-HOT-000292,فندق ريباس,investment,LY-INV-HOT-TRI-00054,فندق ريباس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00408,hotels,LY-HOT-000293,فندق طليطلة,investment,LY-INV-HOT-TRI-00055,فندق طليطلة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00409,hotels,LY-HOT-000294,فندق صبراتة,investment,LY-INV-HOT-SAB-00005,فندق صبراتة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00410,hotels,LY-HOT-000295,فندق تاج,investment,LY-INV-HOT-NAT-00227,فندق تاج,facility_and_investment_project,probable,10.4,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00411,hotels,LY-HOT-000296,فندق الكندي,investment,LY-INV-HOT-NAT-00228,فندق الكندي,facility_and_investment_project,probable,22.6,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00412,hotels,LY-HOT-000297,فندق أضواء قرطاج,investment,LY-INV-HOT-NAT-00229,فندق أضواء قرطاج,facility_and_investment_project,probable,10.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00413,hotels,LY-HOT-000298,فندق البشير,investment,LY-INV-HOT-NAT-00230,فندق البشير,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00414,hotels,LY-HOT-000299,فندق الهاني,investment,LY-INV-HOT-NAT-00141,فندق الهاني/ نزل,facility_and_investment_project,probable,23.3,0.87,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00415,hotels,LY-HOT-000299,فندق الهاني,investment,LY-INV-HOT-NAT-00231,فندق الهاني,facility_and_investment_project,probable,76.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00416,hotels,LY-HOT-000300,فندق القنصل فندق القنصل,investment,LY-INV-HOT-NAT-00232,فندق القنصل فندق القنصل,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00417,hotels,LY-HOT-000301,فندق الجبل الاخضر,investment,LY-INV-HOT-NAT-00233,فندق الجبل الاخضر,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00418,hotels,LY-HOT-000302,الفتح,investment,LY-INV-REV-NAT-00006,الفتح,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00419,hotels,LY-HOT-000303,فندق قصر ليبيا,investment,LY-INV-HOT-TRI-00056,فندق قصر ليبيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00420,hotels,LY-HOT-000304,Hotel Haroun 2,investment,LY-INV-REV-NAT-00007,Hotel Haroun 2,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00421,hotels,LY-HOT-000305,فندق الغزالة,investment,LY-INV-HOT-NAT-00234,فندق الغزالة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00422,hotels,LY-HOT-000306,فندق كيان طرابلس,investment,LY-INV-HOT-TRI-00057,فندق كيان طرابلس,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00423,hotels,LY-HOT-000307,فندق الديوان,investment,LY-INV-HOT-NAT-00235,فندق الديوان,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00424,hotels,LY-HOT-000308,فندق نيو ستي New City hotel,investment,LY-INV-HOT-NAT-00236,فندق نيو ستي New City hotel,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00425,hotels,LY-HOT-000309,فندق الدالي,investment,LY-INV-HOT-NAT-00237,فندق الدالي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00426,hotels,LY-HOT-000310,زهرة الشمس,investment,LY-INV-REV-NAT-00008,زهرة الشمس,facility_and_investment_project,probable,6.6,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00427,hotels,LY-HOT-000311,فندق ضيافة طرابلس,investment,LY-INV-HOT-TRI-00058,فندق ضيافة طرابلس,facility_and_investment_project,probable,17.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00428,hotels,LY-HOT-000312,فندق الفتح شارع الرشيد,investment,LY-INV-HOT-NAT-00238,فندق الفتح شارع الرشيد,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00429,hotels,LY-HOT-000313,فندق بلخير,investment,LY-INV-HOT-NAT-00239,فندق بلخير,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00430,hotels,LY-HOT-000314,فندق السرايا,investment,LY-INV-HOT-NAT-00240,فندق السرايا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00431,hotels,LY-HOT-000315,فندق الوحدة العربية,investment,LY-INV-HOT-NAT-00241,فندق الوحدة العربية,facility_and_investment_project,probable,7.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00432,hotels,LY-HOT-000316,فندق الكنوز الذهبية,investment,LY-INV-HOT-NAT-00242,فندق الكنوز الذهبية,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00433,hotels,LY-HOT-000317,فندق الشراع,investment,LY-INV-HOT-NAT-00244,فندق الشراع,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00434,hotels,LY-HOT-000318,الحبايب,investment,LY-INV-REV-TRI-00004,الحبايب,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00435,hotels,LY-HOT-000319,هوم بلازا_للشقق الفندقية,investment,LY-INV-HOT-MIS-00007,هوم بلازا_للشقق الفندقية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00436,hotels,LY-HOT-000320,فندق الرحال,investment,LY-INV-HOT-NAT-00245,فندق الرحال,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00437,hotels,LY-HOT-000322,الأطلس للشقق الفندقية,investment,LY-INV-HOT-NAT-00246,الأطلس للشقق الفندقية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00438,hotels,LY-HOT-000323,فندق بيزا السياحي,investment,LY-INV-HOT-NAT-00247,فندق بيزا السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00439,hotels,LY-HOT-000324,فندق قوز التيك,investment,LY-INV-HOT-NAT-00248,فندق قوز التيك,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00440,hotels,LY-HOT-000325,النجمة الذهبية لشقق الفندقية,investment,LY-INV-HOT-NAT-00249,النجمة الذهبية لشقق الفندقية,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00441,hotels,LY-HOT-000326,الفخامه للشقق المفروشه,investment,LY-INV-REV-TRI-00005,الفخامه للشقق المفروشه,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00442,hotels,LY-HOT-000327,اوس لشقق المفروشه,investment,LY-INV-REV-NAT-00009,اوس لشقق المفروشه,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00443,hotels,LY-HOT-000328,فندق الساحل,investment,LY-INV-HOT-SAB-00006,فندق الساحل,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00444,hotels,LY-HOT-000329,الجوهرة للشقق الفندقية,investment,LY-INV-HOT-NAT-00251,الجوهرة للشقق الفندقية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00445,hotels,LY-HOT-000330,فندق اجدابيا السياحي,investment,LY-INV-HOT-NAT-00252,فندق اجدابيا السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00446,hotels,LY-HOT-000331,فندق الراحة اجدابيا,investment,LY-INV-HOT-NAT-00253,فندق الراحة اجدابيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00447,hotels,LY-HOT-000332,عمار او المجد للشقق الفندقية,investment,LY-INV-HOT-NAT-00254,عمار او المجد للشقق الفندقية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00448,hotels,LY-HOT-000333,فندق مزايا اجدابيا,investment,LY-INV-HOT-NAT-00255,فندق مزايا اجدابيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00449,hotels,LY-HOT-000334,فندق التوجان السياحي,investment,LY-INV-HOT-NAT-00256,فندق التوجان السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00450,hotels,LY-HOT-000335,نزل وقاعة الهاشمي,investment,LY-INV-HOT-TOB-00004,نزل وقاعة الهاشمي,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00451,hotels,LY-HOT-000336,نزل وقاعة زهرة الخليج,investment,LY-INV-REV-NAT-00010,نزل وقاعة زهرة الخليج,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00452,hotels,LY-HOT-000337,الهضبة للشقق الفندقية,investment,LY-INV-HOT-TOB-00005,الهضبة للشقق الفندقية,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00453,hotels,LY-HOT-000338,الامان للشقق الفندقية,investment,LY-INV-HOT-TOB-00006,الامان للشقق الفندقية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00454,hotels,LY-HOT-000339,نزل ماريا MARIYA,investment,LY-INV-HOT-TOB-00007,نزل ماريا MARIYA,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00455,hotels,LY-HOT-000340,فندق الرابطة,investment,LY-INV-HOT-NAT-00023,فندق الرابطة,facility_and_investment_project,probable,3.6,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00456,hotels,LY-HOT-000340,فندق الرابطة,investment,LY-INV-HOT-NAT-00257,فندق الرابطة,facility_and_investment_project,probable,22.7,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00457,hotels,LY-HOT-000341,فندق سمر قند,investment,LY-INV-HOT-NAT-00258,فندق سمر قند,facility_and_investment_project,probable,1.6,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00458,hotels,LY-HOT-000342,فندق غريان السياحي,investment,LY-INV-HOT-NAT-00081,فندق غريان السياحي,facility_and_investment_project,probable,1.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00459,hotels,LY-HOT-000342,فندق غريان السياحي,investment,LY-INV-HOT-NAT-00199,فندق غريان السياحي,facility_and_investment_project,probable,1.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00460,hotels,LY-HOT-000342,فندق غريان السياحي,investment,LY-INV-HOT-NAT-00259,فندق غريان السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00461,hotels,LY-HOT-000343,فندق روايال غريان,investment,LY-INV-HOT-NAT-00260,فندق روايال غريان,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00462,hotels,LY-HOT-000344,فندق حوش بوغنوش,investment,LY-INV-HOT-NAT-00261,فندق حوش بوغنوش,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00463,hotels,LY-HOT-000345,فندق اللؤلؤة السياحي البضاء,investment,LY-INV-HOT-NAT-00262,فندق اللؤلؤة السياحي البضاء,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00464,hotels,LY-HOT-000346,فندق لؤلؤة الخليج البيضاء,investment,LY-INV-HOT-BAY-00007,فندق لؤلؤة الخليج البيضاء,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00465,hotels,LY-HOT-000347,فندق قصر البيضاء,investment,LY-INV-HOT-BAY-00008,فندق قصر البيضاء,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00466,hotels,LY-HOT-000348,فندق القاهرة البيضاء,investment,LY-INV-HOT-BAY-00009,فندق القاهرة البيضاء,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00467,hotels,LY-HOT-000349,النوران_ للشقق_الفندقية,investment,LY-INV-HOT-BAY-00010,النوران_ للشقق_الفندقية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00468,hotels,LY-HOT-000350,مكة للشقق الفندقية البيضاء,investment,LY-INV-HOT-BAY-00011,مكة للشقق الفندقية البيضاء,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00469,hotels,LY-HOT-000351,برج المدينة للشقق الفندقية البيضاء,investment,LY-INV-HOT-BAY-00012,برج المدينة للشقق الفندقية البيضاء,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00470,hotels,LY-HOT-000352,فندق اية الجبل البيضاء,investment,LY-INV-HOT-BAY-00013,فندق اية الجبل البيضاء,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00471,hotels,LY-HOT-000353,فندق برقة السياحي,investment,LY-INV-HOT-NAT-00263,فندق برقة السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00472,hotels,LY-HOT-000354,فندق افريقيا البيضاء,investment,LY-INV-HOT-BAY-00014,فندق افريقيا البيضاء,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00473,hotels,LY-HOT-000355,فندق برونتو البيضاء,investment,LY-INV-HOT-BAY-00015,فندق برونتو البيضاء,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00474,hotels,LY-HOT-000356,عمارة الجوري للشقق الفندقية,investment,LY-INV-HOT-NAT-00264,عمارة الجوري للشقق الفندقية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00475,hotels,LY-HOT-000357,فندق العنود البيضاء,investment,LY-INV-HOT-BAY-00016,فندق العنود البيضاء,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00476,hotels,LY-HOT-000358,فندق الفردوس للشقق الفندقية,investment,LY-INV-HOT-BAY-00017,فندق الفردوس للشقق الفندقية,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00477,hotels,LY-HOT-000359,فندق قصر الضيافة للشقق الفندقية البيضاء,investment,LY-INV-HOT-BAY-00018,فندق قصر الضيافة للشقق الفندقية البيضاء,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00478,hotels,LY-HOT-000360,فندق مرحبا للخدمات السياحية,investment,LY-INV-HOT-BAY-00019,فندق مرحبا للخدمات السياحية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00479,hotels,LY-HOT-000361,عمارة اضواء ليبيا للشقق الفندقية البيضاء,investment,LY-INV-HOT-BAY-00020,عمارة اضواء ليبيا للشقق الفندقية البيضاء,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00480,hotels,LY-HOT-000362,فندق الاندلس السياحي الخمس,investment,LY-INV-HOT-TRI-00059,فندق الاندلس السياحي الخمس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00481,hotels,LY-HOT-000363,فندق المرقب السياحي الخمس,investment,LY-INV-HOT-KHO-00008,فندق المرقب السياحي الخمس,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00482,hotels,LY-HOT-000364,فندق التوليب السياحي الخمس,investment,LY-INV-HOT-KHO-00009,فندق التوليب السياحي الخمس,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00483,hotels,LY-HOT-000365,فندق بيت سباب الخمس,investment,LY-INV-HOT-KHO-00010,فندق بيت سباب الخمس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00484,hotels,LY-HOT-000366,فندق الاخوة السياحي الخمس,investment,LY-INV-HOT-KHO-00011,فندق الاخوة السياحي الخمس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00485,hotels,LY-HOT-000375,فندق الخليج,investment,LY-INV-HOT-NAT-00019,فندق الخليج,facility_and_investment_project,probable,3.7,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00486,hotels,LY-HOT-000376,فندق أضواء قرطاج,investment,LY-INV-HOT-NAT-00229,فندق أضواء قرطاج,facility_and_investment_project,probable,11.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00487,hotels,LY-HOT-000377,فندق اجنحة قرطاج,investment,LY-INV-HOT-NAT-00052,فندق أجنحة قرطاج,facility_and_investment_project,probable,92.6,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00488,hotels,LY-HOT-000377,فندق اجنحة قرطاج,investment,LY-INV-HOT-NAT-00155,فندق أجنحة قرطاج,facility_and_investment_project,probable,92.6,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00489,hotels,LY-HOT-000381,فندق الهانى,investment,LY-INV-HOT-NAT-00141,فندق الهاني/ نزل,facility_and_investment_project,probable,168.8,0.87,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00490,hotels,LY-HOT-000381,فندق الهانى,investment,LY-INV-HOT-NAT-00231,فندق الهاني,facility_and_investment_project,probable,242.5,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00491,hotels,LY-HOT-000387,فندق صبراتة,investment,LY-INV-HOT-SAB-00005,فندق صبراتة,facility_and_investment_project,probable,2.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00492,hotels,LY-HOT-000390,فندق أويا,investment,LY-INV-HOT-NAT-00163,فندق أويا,facility_and_investment_project,probable,20.2,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00493,hotels,LY-HOT-000395,الشاطي الذهبي,investment,LY-INV-HOT-TRI-00039,فندق الشاطئ الذهبى,facility_and_investment_project,probable,37.2,0.857,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00494,hotels,LY-HOT-000417,فندق اكاكوس,investment,LY-INV-HOT-NAT-00159,فندق أكاكوس,facility_and_investment_project,probable,5.8,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00495,hotels,LY-HOT-000418,فندق الاخوة,investment,LY-INV-HOT-TRI-00010,فندق الأخوة,facility_and_investment_project,probable,6.2,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00496,hotels,LY-HOT-000419,فندق الاصالة,investment,LY-INV-HOT-TRI-00011,فندق الأصالة,facility_and_investment_project,probable,15.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00497,hotels,LY-HOT-000420,فندق الاندلس,investment,LY-INV-HOT-NAT-00011,فندق الأندلس,facility_and_investment_project,probable,6.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00498,hotels,LY-HOT-000421,فندق البتراء,investment,LY-INV-HOT-NAT-00096,فندق البتراء,facility_and_investment_project,probable,22.4,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00499,hotels,LY-HOT-000422,فندق البشير,investment,LY-INV-HOT-NAT-00230,فندق البشير,facility_and_investment_project,probable,3.4,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00500,hotels,LY-HOT-000424,فندق التاج,investment,LY-INV-HOT-NAT-00227,فندق تاج,facility_and_investment_project,probable,3.1,0.875,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00501,hotels,LY-HOT-000426,فندق الجبل الأخضر,investment,LY-INV-HOT-NAT-00233,فندق الجبل الاخضر,facility_and_investment_project,probable,33.9,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00502,hotels,LY-HOT-000428,فندق الخان الطرابلسي,investment,LY-INV-HOT-TRI-00012,فندق الخان الطرابلسي,facility_and_investment_project,probable,19.4,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00503,hotels,LY-HOT-000428,فندق الخان الطرابلسي,investment,LY-INV-HOT-TRI-00022,فندق الخان الطرابلسي,facility_and_investment_project,probable,19.4,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00504,hotels,LY-HOT-000429,فندق الخليج,investment,LY-INV-HOT-NAT-00019,فندق الخليج,facility_and_investment_project,probable,2.7,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00505,hotels,LY-HOT-000431,فندق الدالي,investment,LY-INV-HOT-NAT-00237,فندق الدالي,facility_and_investment_project,probable,12.8,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00506,hotels,LY-HOT-000432,فندق الدبلوماسي,investment,LY-INV-HOT-TRI-00013,فندق الدبلوماسي,facility_and_investment_project,probable,11.9,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
