case_id,feature_id,layer_id,name_ar,p1_reason,current_classification,current_status,evidence_type,evidence_reference,resolution_type,fields_changed,old_values,new_values,confidence,institutional_confirmation_required,responsible_entity,publication_impact,final_review_status,notes
REV-00548,LY-INV-REV-GHA-00001,investment,Hotel bab al fatah,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00673,LY-INV-REV-NAT-00117,investment,شويمر,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00674,LY-INV-REV-NAT-00118,investment,مرسة دفنة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00675,LY-INV-REV-NAT-00119,investment,بئرالأشهب,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00676,LY-INV-REV-NAT-00120,investment,قابس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00677,LY-INV-REV-NAT-00121,investment,كمبوت,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00678,LY-INV-REV-NAT-00122,investment,العقلة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00679,LY-INV-REV-NAT-00123,investment,العودا,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00680,LY-INV-REV-NAT-00124,investment,المرصص,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00681,LY-INV-REV-NAT-00125,investment,بلخاتر,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00682,LY-INV-REV-NAT-00126,investment,عين الغزال,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00683,LY-INV-REV-NAT-00127,investment,التميمي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00684,LY-INV-REV-NAT-00128,investment,بالقردان,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00685,LY-INV-REV-NAT-00129,investment,راس التين-2,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00686,LY-INV-REV-NAT-00130,investment,خبطة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00687,LY-INV-REV-NAT-00131,investment,بوهريشيمة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00688,LY-INV-REV-NAT-00132,investment,الزويتينة الشمالي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00689,LY-INV-REV-NAT-00133,investment,الزويتينة الجنوبي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00690,LY-INV-REV-NAT-00134,investment,مرير قابس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00691,LY-INV-REV-NAT-00135,investment,بشر,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00692,LY-INV-REV-NAT-00136,investment,العقيلة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00693,LY-INV-REV-NAT-00137,investment,راس لانوف,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00694,LY-INV-REV-NAT-00138,investment,السدرة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00695,LY-INV-REV-NAT-00139,investment,بن جواد,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00696,LY-INV-REV-NAT-00140,investment,عسيلة الغربي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00697,LY-INV-REV-NAT-00141,investment,هراوة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00698,LY-INV-REV-NAT-00142,investment,السميدة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00699,LY-INV-REV-NAT-00143,investment,قصر أحمد,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00700,LY-INV-REV-NAT-00144,investment,الدافنية,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00701,LY-INV-REV-NAT-00145,investment,العويجة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00702,LY-INV-REV-NAT-00146,investment,أم الخنفس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00703,LY-INV-REV-NAT-00147,investment,عسيلة الشرقي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
REV-00704,LY-INV-REV-NAT-00148,investment,القرضابية,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,review_required,unknown,institutional_confirmation_required,data/incoming/tourism-investment-projects.kml,converted_to_institutional_action,publication_status|review_status,internal_only,internal_only,high,true,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,withheld_or_internal_only,institutional_action_open,Core P1 issue remains; not marked resolved.
