image_id,source_relative_path,rights_status_before,rights_status_after,rights_holder,license_type,publication_permission,attribution_required,source_credit,evidence_type,evidence_relative_path,evidence_description,evidence_confidence,institutional_confirmation_required,review_status,notes
IMG-113CE27BD5AB64DC,assets/images/investment/investment-LY-INV-000067-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-4997D240821D91EC,assets/images/investment/investment-LY-INV-000068-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-953E973D8E974A4D,assets/images/investment/investment-LY-INV-000068-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-95ACFF536E7B4203,assets/images/investment/investment-LY-INV-000068-02.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-27B346FBA596A5CF,assets/images/investment/investment-LY-INV-000068-02.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-F26E98C37B42BEB9,assets/images/investment/investment-LY-INV-000069-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-17C49016CEEEE8B8,assets/images/investment/investment-LY-INV-000069-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-5D03AC1CE0BE32DC,assets/images/investment/investment-LY-INV-000070-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-578E68E6B573557A,assets/images/investment/investment-LY-INV-000070-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-665659B31AEDADAD,assets/images/investment/investment-LY-INV-000070-02.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-E8FA3E02BDDF96C0,assets/images/investment/investment-LY-INV-000070-02.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-06FDEAA58BB38540,assets/images/investment/investment-LY-INV-000071-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-A11B985E24B335A3,assets/images/investment/investment-LY-INV-000071-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-361E216D1043610E,assets/images/investment/investment-LY-INV-000071-02.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-95F679D46C4E90A6,assets/images/investment/investment-LY-INV-000071-02.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-5EA3E756319A5787,assets/images/investment/investment-LY-INV-000072-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-18E7299210FC00FA,assets/images/investment/investment-LY-INV-000072-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-43E06F959B589521,assets/images/investment/investment-LY-INV-000085-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-EBF561E6265D8430,assets/images/investment/investment-LY-INV-000085-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-2DB0CEC93AC2D351,assets/images/investment/investment-LY-INV-000087-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-9A849D8C44248E07,assets/images/investment/investment-LY-INV-000087-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-5E63BE429DEC6276,assets/images/investment/investment-LY-INV-000089-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-43407F0B9703F412,assets/images/investment/investment-LY-INV-000089-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-197BF761257EFB16,assets/images/investment/investment-LY-INV-000089-02.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-CF9DBE5DAD043624,assets/images/investment/investment-LY-INV-000089-02.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-C3F24511F29A5BC9,assets/images/investment/investment-LY-INV-000090-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-D478118DF2AA662C,assets/images/investment/investment-LY-INV-000090-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-4CBCC456C9E65FF3,assets/images/investment/investment-LY-INV-000091-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-F935A39C9A05295E,assets/images/investment/investment-LY-INV-000091-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-23D0ABAC1832752D,assets/images/investment/investment-LY-INV-000092-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-447F31710323DC8D,assets/images/investment/investment-LY-INV-000092-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-5B348C7F675755E2,assets/images/investment/investment-LY-INV-000093-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-C3A837D7FD1A77F6,assets/images/investment/investment-LY-INV-000093-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-AD905CD9C4EEFB89,assets/images/investment/investment-LY-INV-000095-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-A3F4FD2BC3E0B6FF,assets/images/investment/investment-LY-INV-000095-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-267A1C736FDA8CE9,assets/images/investment/investment-LY-INV-000096-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-CA03FE0E0565165D,assets/images/investment/investment-LY-INV-000096-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-EE595162A7FB5B21,assets/images/investment/investment-LY-INV-000098-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-3E8738DD0A5F3334,assets/images/investment/investment-LY-INV-000098-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-E2770D532E0DC7F5,assets/images/investment/investment-LY-INV-000099-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-C82E8308EDBE6FC3,assets/images/investment/investment-LY-INV-000099-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-1279C1607DE21221,assets/images/investment/investment-LY-INV-000100-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-AE4991929A4A50F5,assets/images/investment/investment-LY-INV-000100-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-3BD3FBC0B789B114,assets/images/investment/investment-LY-INV-000101-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-1B02255E335C907A,assets/images/investment/investment-LY-INV-000101-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-CD6C533F06D87FCE,assets/images/investment/investment-LY-INV-000102-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-0572D78FAAF36B8B,assets/images/investment/investment-LY-INV-000102-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-E98F12B8E6ACF7A2,assets/images/investment/investment-LY-INV-000108-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-C93B55E7F627251A,assets/images/investment/investment-LY-INV-000108-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-50C196CC21D6076F,assets/images/investment/investment-LY-INV-000110-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-307D0C744178AEFB,assets/images/investment/investment-LY-INV-000110-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-0F7FC805BCC833D3,assets/images/investment/investment-LY-INV-000111-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-3B30F9090A219A23,assets/images/investment/investment-LY-INV-000111-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-09223BE5B7930F68,assets/images/investment/investment-LY-INV-000112-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-0D6E35EFDE95ADB1,assets/images/investment/investment-LY-INV-000112-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-CA07BABBD03B3E2C,assets/images/investment/investment-LY-INV-000113-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-51616E71D12308C0,assets/images/investment/investment-LY-INV-000113-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-F3F886AA0FB10CEF,assets/images/investment/investment-LY-INV-000113-02.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-423D39069F290C7A,assets/images/investment/investment-LY-INV-000113-02.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-41DF7990B1CED5AF,assets/images/investment/investment-LY-INV-000116-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-3BD9E03B80B8AD1E,assets/images/investment/investment-LY-INV-000116-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-0C96531EB17B47B2,assets/images/investment/investment-LY-INV-000117-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-90C280B1AB0DF4A7,assets/images/investment/investment-LY-INV-000117-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-99E035DF959E7CB6,assets/images/investment/investment-LY-INV-000118-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-238EC2FE3D4F13CC,assets/images/investment/investment-LY-INV-000118-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-48EFE43D2F9C5EFA,assets/images/investment/investment-LY-INV-000119-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-AE324FD6015C44A2,assets/images/investment/investment-LY-INV-000119-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-2C6E751270A91DAA,assets/images/investment/investment-LY-INV-000264-05.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-282B507A0EFCCB70,assets/images/investment/investment-LY-INV-000264-05.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-C283791BE353078A,assets/images/investment/investment-LY-INV-000265-02.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-8A7CCCA2B7E60737,assets/images/investment/investment-LY-INV-000265-02.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-0E7971CD592A3769,assets/images/investment/investment-LY-INV-000265-03.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-CA3F955095793641,assets/images/investment/investment-LY-INV-000265-03.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-FFD3C9BF4919C610,assets/images/investment/investment-LY-INV-000265-04.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-132F24BC9AA40564,assets/images/investment/investment-LY-INV-000265-04.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-7109F2C92F3524CC,assets/images/investment/investment-LY-INV-000266-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-87422FBA32B0B868,assets/images/investment/investment-LY-INV-000266-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-4067243311199310,assets/images/investment/investment-LY-INV-000266-02.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-22E20AAFDCC2A6D1,assets/images/investment/investment-LY-INV-000266-02.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-FF5D3C6831F2E182,assets/images/investment/investment-LY-INV-000266-03.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-83CF0A037CA31DA9,assets/images/investment/investment-LY-INV-000266-03.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-A5742B2F99C4C31D,assets/images/investment/investment-LY-INV-000266-04.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-C5BCCACDF0F32C68,assets/images/investment/investment-LY-INV-000266-04.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-1F1F62E31C92DC9F,assets/images/investment/investment-LY-INV-000267-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-0D6ABF320860DEA7,assets/images/investment/investment-LY-INV-000267-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-7FB51DD7960436EF,assets/images/investment/investment-LY-INV-000270-02.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-2B737F474B3FD542,assets/images/investment/investment-LY-INV-000270-02.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-0DF8A715A9B5BE0F,assets/images/investment/investment-LY-INV-000270-03.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-4445E066DD39496F,assets/images/investment/investment-LY-INV-000270-03.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-12962076A3275132,assets/images/investment/investment-LY-INV-000271-04.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-883653EAE7BA6ADD,assets/images/investment/investment-LY-INV-000271-04.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-EEFA7360E188E3E9,assets/images/investment/investment-LY-INV-000271-05.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-D83F950010EE0ACD,assets/images/investment/investment-LY-INV-000271-05.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-B516A095E702B8B4,assets/images/investment/investment-LY-INV-000271-06.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-F8E8A8A0B7F8C7E1,assets/images/investment/investment-LY-INV-000271-06.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-E5FEF0D97E268473,assets/images/investment/investment-LY-INV-000271-07.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-C810BE0EF77FC7C7,assets/images/investment/investment-LY-INV-000271-07.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-E8A0ACB419E446F1,assets/images/investment/investment-LY-INV-000272-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-48331332C84ACDD8,assets/images/investment/investment-LY-INV-000272-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-8E0A80A036FBC349,assets/images/investment/investment-LY-INV-000272-02.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-EA53D8DF18ACEB35,assets/images/investment/investment-LY-INV-000272-02.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-F971B4FC52EF7D77,assets/images/investment/investment-LY-INV-000272-03.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-609C062AD5E61C57,assets/images/investment/investment-LY-INV-000272-03.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-9E7099941982808B,assets/images/investment/investment-LY-INV-000272-04.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-99FA35A3ACC26FE0,assets/images/investment/investment-LY-INV-000272-04.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-C703BA3F8EA4B26E,assets/images/investment/investment-LY-INV-000273-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-09E9FC962CEC4FA0,assets/images/investment/investment-LY-INV-000273-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-5782AFEA9FC32E00,assets/images/investment/investment-LY-INV-000273-02.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-EA82B65A2B458435,assets/images/investment/investment-LY-INV-000273-02.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-5BA29A2AD9794D66,assets/images/investment/investment-LY-INV-000273-03.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-723B0F5A3C477AF8,assets/images/investment/investment-LY-INV-000273-03.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-BD5AE29CFD421B85,assets/images/investment/investment-LY-INV-000273-04.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-CF49861DFEB1D4A0,assets/images/investment/investment-LY-INV-000273-04.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-D4D00CD2677C29B4,assets/images/investment/investment-LY-INV-000273-05.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-98C5644C309D6411,assets/images/investment/investment-LY-INV-000273-05.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-5568E8921219816B,assets/images/investment/investment-LY-INV-000275-01.png,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
IMG-6143F950A5329112,assets/images/investment/investment-LY-INV-000275-01.webp,unknown,unknown,,,requires_review,unknown,,insufficient_local_evidence,,"Repository presence, folder names, and GeoJSON labels do not prove publication permission.",high,true,open,Not approved for public publication.
