feature_id,layer_id,name_ar,publication_status,current_local_image_count,current_primary_image,verified_images,public_rights_images,internal_only_images,high_quality_candidates,review_candidates,coverage_priority,recommended_action,notes
LY-ACC-RES-BEN-00003,tourist-villages-resorts,منتجع مارينا بنغازي السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BEN-00004,tourist-villages-resorts,منتجع الصفوة السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BEN-00005,tourist-villages-resorts,منتجع ماربيلا السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BEN-00006,tourist-villages-resorts,مجمع الاصالة السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BEN-00007,tourist-villages-resorts,قرية الفاضل,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BEN-00008,tourist-villages-resorts,منتجع الأسيل,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BEN-00009,tourist-villages-resorts,منتجع الماسة السياحي,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BEN-00010,tourist-villages-resorts,منتجع قاريونس العائلي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BEN-00011,tourist-villages-resorts,منتجع النخلة الذهبية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BEN-00012,tourist-villages-resorts,منتجع فايا لارجو,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BEN-00013,tourist-villages-resorts,قرية قمرت السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00030,tourist-villages-resorts,منتجع التلال الحمامة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00031,tourist-villages-resorts,منتجع الجراري السياحي - للعائلات,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00032,tourist-villages-resorts,منتجع ومصيف الحمامة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00033,tourist-villages-resorts,قرية إيلاف السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BAY-00001,tourist-villages-resorts,شاليهات الحدائق الملكية,internal_only,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BAY-00002,tourist-villages-resorts,منتجع وادي الكوف,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00034,tourist-villages-resorts,منتجع إيلاند السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00035,tourist-villages-resorts,منتجع كنزي السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00036,tourist-villages-resorts,منتجع سوسه,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00037,tourist-villages-resorts,مصيف القريه/رأس الهلال,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00038,tourist-villages-resorts,منتجع الينابيع السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00039,tourist-villages-resorts,منتجع الاثرون السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-DER-00001,tourist-villages-resorts,منتجع إيميليا السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-DER-00002,tourist-villages-resorts,مصيف 1805,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00040,tourist-villages-resorts,منتجع الابرق السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SHA-00001,tourist-villages-resorts,منتج شحات السياحي,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SHA-00002,tourist-villages-resorts,منتجع وموتيل الأمان 1,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SHA-00003,tourist-villages-resorts,منتجع وموتيل الأمان 3,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SHA-00004,tourist-villages-resorts,شاليهات بوعطية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SHA-00005,tourist-villages-resorts,منتجع جود السياحي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-KHO-00019,tourist-villages-resorts,إستراحات فردية درجة أولى,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SHA-00006,tourist-villages-resorts,إستراحات فردية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SHA-00007,tourist-villages-resorts,منتجع الاسرة السعيدة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SHA-00008,tourist-villages-resorts,شاليهات بومؤمن,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SHA-00009,tourist-villages-resorts,منتجع سيف للسياحه ولاستثمار,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-TOB-00001,tourist-villages-resorts,منتجع وفندق ريفان السياحي,internal_only,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00012,tourist-villages-resorts,قرية سبتيموس السياحية - زوارة,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00013,tourist-villages-resorts,قرية سيمو السياحية - زوارة,internal_only,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZLI-00003,tourist-villages-resorts,منتجع الهادريان زليتن,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00041,tourist-villages-resorts,منتجع سفارى السياحى,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00014,tourist-villages-resorts,قرية اوديسا السياحية,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00015,tourist-villages-resorts,Azul house استراحة ازول,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00016,tourist-villages-resorts,DiVano Resort,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00017,tourist-villages-resorts,منتجع لاجون Lagoon Resort,internal_ready,0,,0,0,0,0,1,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00018,tourist-villages-resorts,Barracuda Village - منتجع باراكودا,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00042,tourist-villages-resorts,Oea Village - Diar Al Bahr,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00043,tourist-villages-resorts,قرية قوس غنيمة السياحية,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00044,tourist-villages-resorts,La Vida Resort & Beach Club,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00045,tourist-villages-resorts,استراحة اونان,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00046,tourist-villages-resorts,Resort Zuwara,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00047,tourist-villages-resorts,Beach House,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00019,tourist-villages-resorts,استراحة سيليا زوارة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00048,tourist-villages-resorts,استراحة نبض الحياة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00049,tourist-villages-resorts,Villa Helena,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00050,tourist-villages-resorts,Crystal House إستراحة كريستال,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00051,tourist-villages-resorts,استرحات انيار المميزة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00052,tourist-villages-resorts,اقامة لونا,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00053,tourist-villages-resorts,استراحة LAREN,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00020,tourist-villages-resorts,منتجع بالي زوارة/Bali village,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00054,tourist-villages-resorts,Sea room,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00055,tourist-villages-resorts,Guest house,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00056,tourist-villages-resorts,منتجع الملّاحة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00021,tourist-villages-resorts,مصيف أبناء الغالي العائلي-زوارة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00057,tourist-villages-resorts,استراحة فايق بكه,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00022,tourist-villages-resorts,قصر الضيافة زوارة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00058,tourist-villages-resorts,استراحة الشاطئ,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00059,tourist-villages-resorts,استراحة دار الضيافة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00023,tourist-villages-resorts,استراحة فيرونا زوارة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00060,tourist-villages-resorts,استراحة نوفل,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-ZUW-00024,tourist-villages-resorts,شاطئ بحر زوارة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00061,tourist-villages-resorts,المصيف المفتوح تليل,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00062,tourist-villages-resorts,مصيف مارينا تليل العائلي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00063,tourist-villages-resorts,Lancaster Al Salam Resort - منتجع لانكستر السلام,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SAB-00004,tourist-villages-resorts,مصيف اللوتس العائلي صبراتة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00064,tourist-villages-resorts,شاطئ تليل السياحي,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00065,tourist-villages-resorts,مصيف اللؤلؤة تليل,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SAB-00005,tourist-villages-resorts,مصيف النادي البحري العائلي صبراتة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00066,tourist-villages-resorts,استراحات الفخامة صبراته,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00067,tourist-villages-resorts,إستراحة الجوهرة - تليل,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00068,tourist-villages-resorts,استراحة رويال,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00069,tourist-villages-resorts,استراحة تليل,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00070,tourist-villages-resorts,استراحة روندا,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-BAY-00003,tourist-villages-resorts,استراحة البيضاء,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00071,tourist-villages-resorts,إستراحة المنتزه تليل,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SAB-00006,tourist-villages-resorts,استراحة القمر المضيء صبراتة تليل,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00072,tourist-villages-resorts,استراحه مرجان,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00073,tourist-villages-resorts,استراحة ليالي تليل,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00074,tourist-villages-resorts,استراحة ادم,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00075,tourist-villages-resorts,إستراحة أبان,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00076,tourist-villages-resorts,منتجع الفنار السياحي,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00077,tourist-villages-resorts,مجموعة استراحات الجرف,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00078,tourist-villages-resorts,إستراحة بيت الفخامه,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00079,tourist-villages-resorts,استراحة قورينا,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00080,tourist-villages-resorts,استراحة اتار صبراته,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00081,tourist-villages-resorts,استراحة ميار,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00082,tourist-villages-resorts,استراحه فينيسيا صبراته,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00083,tourist-villages-resorts,استراحة الزيتونة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-SAB-00007,tourist-villages-resorts,Sabratha youth hostel _بيت شباب صبراتة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00084,tourist-villages-resorts,استراحة ومصيف باب البحر,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00085,tourist-villages-resorts,مقسم استراحات بن سالم,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00086,tourist-villages-resorts,إستراحة سوفانا,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00087,tourist-villages-resorts,استراحة لازورد صبراته,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00088,tourist-villages-resorts,استراحة مرجانة (الحرابي),internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00089,tourist-villages-resorts,مصيف ليبيا العائلي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00090,tourist-villages-resorts,مصيف صرمان العائلي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00091,tourist-villages-resorts,استراحة مرمرة جوددائم,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00092,tourist-villages-resorts,استراحة البحر الابيض. JUDDIAM,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00093,tourist-villages-resorts,مشروع برج النصر الفندقي/ شركة الذابلة للاستثمار,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00094,tourist-villages-resorts,مشروع لؤلؤة المدينة قرية النفط,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00095,tourist-villages-resorts,مصيف شاطئ الرمال,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00096,tourist-villages-resorts,مصيف نسيم البحر العائلى,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00097,tourist-villages-resorts,مصيف جنى العائلي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00098,tourist-villages-resorts,مصيف وقرية بيلسان العائلي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00099,tourist-villages-resorts,مصيف جسر الطاقة العائلي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00100,tourist-villages-resorts,مصيف القلعة العائلي 32,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00101,tourist-villages-resorts,مصيف اﻻمان والمرح العائلي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00102,tourist-villages-resorts,مصيف جيران البحر العائلي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00103,tourist-villages-resorts,ڤيلا لاڤيستا,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00104,tourist-villages-resorts,Private house برايفت هاوس,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00105,tourist-villages-resorts,ROYAL DYAR Resort Hotel,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00106,tourist-villages-resorts,Cyrine Resort,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00107,tourist-villages-resorts,استراحة القويعة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00108,tourist-villages-resorts,Alameer Villa ڤيلا الأمير,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00109,tourist-villages-resorts,Villa mfm,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00110,tourist-villages-resorts,W استراحة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00111,tourist-villages-resorts,استراحة السلام,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00112,tourist-villages-resorts,استراحات ابناء يوسف منيصير,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00113,tourist-villages-resorts,استراحات شاطئ غوط الرمان,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00114,tourist-villages-resorts,A.G.S villa,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00115,tourist-villages-resorts,استراحة فاميلي رست,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00116,tourist-villages-resorts,استراحة بن طابون,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00117,tourist-villages-resorts,إستراحة ليان للإيجار اليومي,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00118,tourist-villages-resorts,Villa SIMO,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00119,tourist-villages-resorts,إستراحة ليان للإيجار اليومي,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00120,tourist-villages-resorts,استراحة هلا مدريد القره بوللي,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00121,tourist-villages-resorts,ليڤينت/Levent Family Resort,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00122,tourist-villages-resorts,منتجع الماسة السياحي,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00123,tourist-villages-resorts,Compound Rawasi,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00124,tourist-villages-resorts,استراحة فايف قولد ستار,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00125,tourist-villages-resorts,استراحة زهرة القويعة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00126,tourist-villages-resorts,The Twins استراحات التوأم,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00127,tourist-villages-resorts,منتجع إيليت,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00128,tourist-villages-resorts,شاليه شمس البحر القره بوللي,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00129,tourist-villages-resorts,شاليه النورس,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00130,tourist-villages-resorts,استراحة ديلان,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00131,tourist-villages-resorts,Crown Beach Resort,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00132,tourist-villages-resorts,Salem Elgamoudi Beach House,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00133,tourist-villages-resorts,Bali s BEACH HOUSE,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00134,tourist-villages-resorts,Alhady Elmelliti Beach House,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00135,tourist-villages-resorts,Golden beach village,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00136,tourist-villages-resorts,شاطي القره بوللي منطقة القويعة السياحية,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00137,tourist-villages-resorts,منتجع كريستال السياحي 1,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00138,tourist-villages-resorts,استراحة لابلازا -LA PLAZA,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00139,tourist-villages-resorts,إستراحة القويعة العائلية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00140,tourist-villages-resorts,استراحة كازا دولتشي,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00141,tourist-villages-resorts,استراحات الدلفين الفاخرة 1 و 2 و 3 و4,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00142,tourist-villages-resorts,استراحة ارام للاستجمام العائلي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00143,tourist-villages-resorts,Villa Lugano ڤيلا لوچانو,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00144,tourist-villages-resorts,حلا البحر للعائلات,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00145,tourist-villages-resorts,Villa Mia فيلا ميا,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00146,tourist-villages-resorts,لمة العيلة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00147,tourist-villages-resorts,استراحة نسائم البحر,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00148,tourist-villages-resorts,Villa golden star,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00149,tourist-villages-resorts,فيلا الصاري العائلية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00150,tourist-villages-resorts,بيت الصبار,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00151,tourist-villages-resorts,فيلا الشاهين,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00152,tourist-villages-resorts,Hesham Al Askari Marine Rest House,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-ACC-RES-NAT-00153,tourist-villages-resorts,La Coral,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
