action_id,feature_id,layer_id,name_ar,city_ar,municipality_ar,priority,review_reason_codes,field_or_issue,current_value,required_value,required_action,evidence_available,source_reference,collection_method,verification_method,responsible_entity_required,supporting_entities,deadline_category,publication_impact,status,notes
ACT-00661,LY-INV-REV-NAT-00106,investment,مهبول,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00662,LY-INV-REV-NAT-00107,investment,بركة ناصر,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00663,LY-INV-REV-NAT-00108,investment,كرسة,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00664,LY-INV-REV-NAT-00109,investment,الناقة,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00665,LY-INV-REV-NAT-00110,investment,بومسافر,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00666,LY-INV-REV-NAT-00111,investment,الشاطيء,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00668,LY-INV-REV-NAT-00112,investment,المقرون,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00669,LY-INV-REV-NAT-00113,investment,البردي-3,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00670,LY-INV-REV-NAT-00114,investment,البردي-2,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00671,LY-INV-REV-NAT-00115,investment,عزاز,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00672,LY-INV-REV-NAT-00116,investment,الجدي,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00673,LY-INV-REV-NAT-00117,investment,شويمر,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00674,LY-INV-REV-NAT-00118,investment,مرسة دفنة,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00675,LY-INV-REV-NAT-00119,investment,بئرالأشهب,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00676,LY-INV-REV-NAT-00120,investment,قابس,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00677,LY-INV-REV-NAT-00121,investment,كمبوت,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00678,LY-INV-REV-NAT-00122,investment,العقلة,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00679,LY-INV-REV-NAT-00123,investment,العودا,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00680,LY-INV-REV-NAT-00124,investment,المرصص,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00681,LY-INV-REV-NAT-00125,investment,بلخاتر,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00682,LY-INV-REV-NAT-00126,investment,عين الغزال,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00683,LY-INV-REV-NAT-00127,investment,التميمي,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00684,LY-INV-REV-NAT-00128,investment,بالقردان,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00685,LY-INV-REV-NAT-00129,investment,راس التين-2,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00686,LY-INV-REV-NAT-00130,investment,خبطة,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00687,LY-INV-REV-NAT-00131,investment,بوهريشيمة,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00688,LY-INV-REV-NAT-00132,investment,الزويتينة الشمالي,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00689,LY-INV-REV-NAT-00133,investment,الزويتينة الجنوبي,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00690,LY-INV-REV-NAT-00134,investment,مرير قابس,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00691,LY-INV-REV-NAT-00135,investment,بشر,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00692,LY-INV-REV-NAT-00136,investment,العقيلة,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00693,LY-INV-REV-NAT-00137,investment,راس لانوف,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00694,LY-INV-REV-NAT-00138,investment,السدرة,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00695,LY-INV-REV-NAT-00139,investment,بن جواد,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00696,LY-INV-REV-NAT-00140,investment,عسيلة الغربي,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00697,LY-INV-REV-NAT-00141,investment,هراوة,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00698,LY-INV-REV-NAT-00142,investment,السميدة,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00699,LY-INV-REV-NAT-00143,investment,قصر أحمد,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00700,LY-INV-REV-NAT-00144,investment,الدافنية,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00701,LY-INV-REV-NAT-00145,investment,العويجة,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00702,LY-INV-REV-NAT-00146,investment,أم الخنفس,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00703,LY-INV-REV-NAT-00147,investment,عسيلة الشرقي,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
ACT-00704,LY-INV-REV-NAT-00148,investment,القرضابية,,,P1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,Multiple reasons,review_required,verified official value or documented not_available,institutional verification of flagged fields,true,data/incoming/tourism-investment-projects.kml,authoritative registry or direct verification,"official document, registry entry, or authorized written confirmation",إدارة الاستثمار,وزارة السياحة؛ البلدية؛ الجهة المالكة حسب الاختصاص,immediate,blocking,open,"Entity is required for completion, not asserted as the current source."
