id,name_ar,quality_status,completeness_percent,missing_fields,review_status,notes
LY-FNB-CAF-TRI-00001,كافي 92,medium,55,district|opening_hours|services|license|image,integrated,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00361,Gelateria pinguino - مثلجات بنقوينو,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00362,قهوة الببو دحي وجبنة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00363,VIA MERCATO LY,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00364,فوزي سندوتشات بانينا Fawzi Street food,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00365,البيت الموريسكي(كازا موريسكي),low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00366,مقهي باديه,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00367,Coofe Refrehs,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00368,شباك -shubbak.ly,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00369,MARSA CAFE قهوه على البحر,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00370,Old but gold,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00371,Caffè del Porto,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00372,مقهى السيدة مريم,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00373,قهوة ابوفينا,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00374,فلافل الحموي,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00375,مقهى ومطعم الميڨو,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00376,مقهى صلاح,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00377,مقهى عمورة الكيلاني الثريا,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00378,مقهي أبو أحمد,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00379,مقهى كاره للوجبات السريعة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00380,البريوشة,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00381,Saray Café مقهى سراي,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00382,Adnan cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00383,coffe malek,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00384,مقهى النخيل,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00385,Yahya sandwich,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00386,Nesma Cafe & Restaurant,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00387,مقهي ومطعم السرايا & Al Saraya Cafe and Restaurant,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00388,كافي اسامة,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00389,مقهى الكرنيش,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00390,مقهي فيراري Coffee ferrari,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00391,GROUP CAFE,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00392,الكشك العالمي,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00393,مقهى طريق الشط,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00394,شهرزاد للحلويات الشرقية والعالمية,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00395,bona cake,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00396,GRILLZA للمعجنات والمشاوي,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00397,كافي تشينو,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00398,S&M cake,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00399,The cue cafe,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00400,دجاج تندوري فرع سوق الجمعة,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00401,مشاوي أبراج,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00402,معمل البركة للحلويات,low,27,district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00403,Big Boss Burger,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
LY-FNB-CAF-TRI-00404,Gourmandise Libya,low,18,classification|district|address|phone|website|opening_hours|services|license|image,review_required,Complete official fields; verify ambiguous classifications
