record_a_layer,record_a_id,record_a_name,record_b_layer,record_b_id,record_b_name,distance_meters,name_similarity,geometry_relationship,duplicate_classification,recommended_action,confidence,notes
hotels,LY-HOT-000213,فندق ريكسوس,investment,LY-INV-HOT-NAT-00186,فندق ريكسوس,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000214,فندق زليتن,investment,LY-INV-HOT-ZLI-00001,فندق زليتن,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000214,فندق زليتن,investment,LY-INV-HOT-ZLI-00002,فندق زليتن,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000215,فندق زميت,investment,LY-INV-HOT-NAT-00067,فندق زميت,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000215,فندق زميت,investment,LY-INV-HOT-NAT-00187,فندق زميت,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000216,فندق زهرة البطنان,investment,LY-INV-HOT-NAT-00188,فندق زهرة البطنان,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000217,فندق زوارة,investment,LY-INV-HOT-ZUW-00002,فندق زوارة,179.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000217,فندق زوارة,investment,LY-INV-HOT-ZUW-00003,فندق زوارة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000217,فندق زوارة,investment,LY-INV-HOT-ZUW-00004,فندق زوارة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000218,فندق زين,investment,LY-INV-HOT-NAT-00190,فندق زين,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000219,فندق سرايا الليبو,investment,LY-INV-HOT-NAT-00069,فندق سرايا الليبو,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000219,فندق سرايا الليبو,investment,LY-INV-HOT-NAT-00191,فندق سرايا الليبو,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000220,فندق سفاري 2,investment,LY-INV-HOT-NAT-00071,فندق سفاري 2,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000220,فندق سفاري 2,investment,LY-INV-HOT-NAT-00192,فندق سفاري 2,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000222,فندق شروق افريقيا,investment,LY-INV-HOT-NAT-00073,فندق شروق افريقيا,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000222,فندق شروق افريقيا,investment,LY-INV-HOT-NAT-00193,فندق شروق افريقيا,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000223,فندق صحارى ليبيا,investment,LY-INV-HOT-NAT-00074,فندق صحارى ليبيا,83.3,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000223,فندق صحارى ليبيا,investment,LY-INV-HOT-NAT-00194,فندق صحارى ليبيا,83.3,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000223,فندق صحارى ليبيا,investment,LY-INV-HOT-TRI-00030,فندق صحراء ليبيا,73.5,0.857,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000224,فندق ضيافة ونيس,investment,LY-INV-HOT-NAT-00075,فندق ضيافة ونيس,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000224,فندق ضيافة ونيس,investment,LY-INV-HOT-NAT-00195,فندق ضيافة ونيس,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000225,فندق طليطلة,investment,LY-INV-HOT-NAT-00076,فندق طليطلة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000225,فندق طليطلة,investment,LY-INV-HOT-NAT-00196,فندق طليطلة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000226,فندق عمر الخيام,investment,LY-INV-HOT-NAT-00197,فندق عمر الخيام,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000227,فندق غابة الكشافة,investment,LY-INV-HOT-NAT-00080,فندق غابة الكشافة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000227,فندق غابة الكشافة,investment,LY-INV-HOT-NAT-00198,فندق غابة الكشافة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000228,فندق غريان السياحي,investment,LY-INV-HOT-NAT-00081,فندق غريان السياحي,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000228,فندق غريان السياحي,investment,LY-INV-HOT-NAT-00199,فندق غريان السياحي,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000228,فندق غريان السياحي,investment,LY-INV-HOT-NAT-00259,فندق غريان السياحي,1.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000229,فندق فيلا النوران,investment,LY-INV-HOT-NAT-00200,فندق فيلا النوران,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000230,فندق قاطش,investment,LY-INV-HOT-NAT-00201,فندق قاطش,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000231,فندق قرطاج,investment,LY-INV-HOT-NAT-00082,فندق قرطاج,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000231,فندق قرطاج,investment,LY-INV-HOT-NAT-00202,فندق قرطاج,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000232,فندق قصر البيضاء,investment,LY-INV-HOT-BAY-00006,فندق قصر البيضاء,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000233,فندق قصر الظهرة,investment,LY-INV-HOT-NAT-00083,فندق قصر الظهرة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000233,فندق قصر الظهرة,investment,LY-INV-HOT-NAT-00203,فندق قصر الظهرة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000234,فندق قصر الفضيل,investment,LY-INV-HOT-NAT-00204,فندق قصر الفضيل,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000235,فندق قصر الفيروز,investment,LY-INV-HOT-NAT-00084,فندق قصر الفيروز,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000235,فندق قصر الفيروز,investment,LY-INV-HOT-NAT-00205,فندق قصر الفيروز,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000236,فندق قصر النيل,investment,LY-INV-HOT-NAT-00206,فندق قصر النيل,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000237,فندق قصر الواحة,investment,LY-INV-HOT-NAT-00207,فندق قصر الواحة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000238,فندق قصور الضيافة,investment,LY-INV-HOT-NAT-00208,فندق قصور الضيافة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000239,فندق قصي للشقق المفروشة,investment,LY-INV-HOT-NAT-00209,فندق قصي للشقق المفروشة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000240,فندق قمر صبراتة,investment,LY-INV-HOT-SAB-00003,فندق قمر صبراتة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000240,فندق قمر صبراتة,investment,LY-INV-HOT-SAB-00004,فندق قمر صبراتة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000241,فندق قورينا,investment,LY-INV-HOT-NAT-00210,فندق قورينا,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000242,فندق كونتنتال,investment,LY-INV-HOT-NAT-00085,فندق كونتنتال,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000242,فندق كونتنتال,investment,LY-INV-HOT-NAT-00211,فندق كونتنتال,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000243,فندق لؤلؤة درنة,investment,LY-INV-HOT-KHO-00007,فندق لؤلؤة درنة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000244,فندق ليالي قرطاج,investment,LY-INV-HOT-NAT-00086,فندق ليالي قرطاج,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000244,فندق ليالي قرطاج,investment,LY-INV-HOT-NAT-00212,فندق ليالي قرطاج,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000245,فندق مادي الحسان,investment,LY-INV-HOT-NAT-00088,فندق مادي الحسان,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000245,فندق مادي الحسان,investment,LY-INV-HOT-NAT-00214,فندق مادي الحسان,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000246,فندق ميزران,investment,LY-INV-HOT-NAT-00215,فندق ميزران,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000247,فندق هارون,investment,LY-INV-HOT-NAT-00216,فندق هارون,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000248,فندق واستراحة جادو,investment,LY-INV-HOT-NAT-00090,فندق واستراحة جادو,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000248,فندق واستراحة جادو,investment,LY-INV-HOT-NAT-00217,فندق واستراحة جادو,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000249,فندق ومطعم النزهة,investment,LY-INV-HOT-NAT-00092,فندق ومطعم النزهة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000249,فندق ومطعم النزهة,investment,LY-INV-HOT-NAT-00218,فندق ومطعم النزهة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000250,فندق يفرن,investment,LY-INV-HOT-NAT-00093,فندق يفرن,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000250,فندق يفرن,investment,LY-INV-HOT-NAT-00219,فندق يفرن,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000251,الفندق السياحي,investment,LY-INV-HOT-NAT-00220,الفندق السياحي,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000252,الفندق القديم,investment,LY-INV-HOT-NAT-00221,الفندق القديم,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000253,الفندق الكبير,investment,LY-INV-HOT-NAT-00222,الفندق الكبير,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000254,القرية السياحية قاريونس,investment,LY-INV-REV-NAT-00001,القرية السياحية قاريونس,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000255,طرابلس للشقق الفندقية,investment,LY-INV-HOT-TRI-00021,طرابلس للشقق الفندقية,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000255,طرابلس للشقق الفندقية,investment,LY-INV-HOT-TRI-00024,طرابلس للشقق الفندقية,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000256,نزل المدينة,investment,LY-INV-REV-NAT-00002,نزل المدينة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000257,نزل أمباي,investment,LY-INV-REV-NAT-00003,نزل أمباي,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000258,نزل بيروت,investment,LY-INV-REV-NAT-00004,نزل بيروت,11.5,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000259,نزل طرابلس الحديث,investment,LY-INV-REV-TRI-00001,نزل طرابلس الحديث,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000259,نزل طرابلس الحديث,investment,LY-INV-REV-TRI-00002,نزل طرابلس الحديث,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000260,نزل مرحبا,investment,LY-INV-REV-NAT-00005,نزل مرحبا,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000261,الماسة للشقق الفندقية,investment,LY-INV-HOT-NAT-00223,الماسة للشقق الفندقية,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000262,فندق فزان,investment,LY-INV-HOT-SEB-00002,فندق فزان,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000263,فندق المختار,investment,LY-INV-HOT-NAT-00135,فندق المنار,138.8,0.857,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000263,فندق المختار,investment,LY-INV-HOT-NAT-00224,فندق المختار,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000264,فندق قصر كاباو,investment,LY-INV-HOT-NAT-00225,فندق قصر كاباو,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000265,فندق الأفريقي,investment,LY-INV-HOT-DER-00001,فندق الأفريقي,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000266,فندق قرطاج السياحى1,investment,LY-INV-HOT-TRI-00025,فندق قرطاج السياحى1,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000266,فندق قرطاج السياحى1,investment,LY-INV-HOT-TRI-00031,فندق قرطاج السياحى2,35.6,0.941,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000267,فندق السارة,investment,LY-INV-HOT-TRI-00026,فندق السارة,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000268,فندق الفصول الاربعة 3,investment,LY-INV-HOT-TRI-00027,فندق الفصول الاربعة 3,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000268,فندق الفصول الاربعة 3,investment,LY-INV-HOT-TRI-00036,فندق الفصول الاربعة 2,236.0,0.944,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000268,فندق الفصول الاربعة 3,investment,LY-INV-HOT-TRI-00042,فندق الفصول الابعة 1,130.5,0.914,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000269,فندق أوال,investment,LY-INV-HOT-NAT-00054,فندق أوال,119.2,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000269,فندق أوال,investment,LY-INV-HOT-NAT-00161,فندق أوال,119.3,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000269,فندق أوال,investment,LY-INV-HOT-TRI-00028,فندق أوال,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000270,فندق المتوسط,investment,LY-INV-HOT-TRI-00029,فندق المتوسط,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000271,فندق قرطاج السياحى2,investment,LY-INV-HOT-TRI-00025,فندق قرطاج السياحى1,35.5,0.941,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000271,فندق قرطاج السياحى2,investment,LY-INV-HOT-TRI-00031,فندق قرطاج السياحى2,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000272,فندق التوفيق 2,investment,LY-INV-HOT-TRI-00032,فندق التوفيق 2,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000272,فندق التوفيق 2,investment,LY-INV-HOT-TRI-00048,فندق التوفيق 1,51.9,0.917,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000274,نزل كيلو بتراء,investment,LY-INV-REV-TRI-00003,نزل كيلو بتراء,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000275,فندق الفصول الاربعة 2,investment,LY-INV-HOT-TRI-00027,فندق الفصول الاربعة 3,236.0,0.944,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000275,فندق الفصول الاربعة 2,investment,LY-INV-HOT-TRI-00036,فندق الفصول الاربعة 2,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000275,فندق الفصول الاربعة 2,investment,LY-INV-HOT-TRI-00042,فندق الفصول الابعة 1,121.5,0.914,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000276,فندق السفير,investment,LY-INV-HOT-TRI-00037,فندق السفير,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000277,فندق نور الثريا,investment,LY-INV-HOT-NAT-00089,فندق نور الثريا,220.9,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000277,فندق نور الثريا,investment,LY-INV-HOT-TRI-00035,فندق نور الثرياء,190.7,0.963,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000277,فندق نور الثريا,investment,LY-INV-HOT-TRI-00038,فندق الثريا,0.0,0.87,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000278,فندق الشاطئ الذهبى,investment,LY-INV-HOT-TRI-00039,فندق الشاطئ الذهبى,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000278,فندق الشاطئ الذهبى,investment,LY-INV-HOT-NAT-00250,فندق الشاطىء الذهبي,108.6,0.97,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000279,فندق الصافي,investment,LY-INV-HOT-TRI-00040,فندق الصافي,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000280,فندق بوابة أفريقيا,investment,LY-INV-HOT-TRI-00041,فندق بوابة أفريقيا,7.5,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000281,فندق الفصول الابعة 1,investment,LY-INV-HOT-TRI-00027,فندق الفصول الاربعة 3,130.5,0.914,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000281,فندق الفصول الابعة 1,investment,LY-INV-HOT-TRI-00036,فندق الفصول الاربعة 2,121.5,0.914,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000281,فندق الفصول الابعة 1,investment,LY-INV-HOT-TRI-00042,فندق الفصول الابعة 1,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000282,فندق سفارى,investment,LY-INV-HOT-TRI-00043,فندق سفارى,0.1,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000283,فندق زهرة الخليج,investment,LY-INV-HOT-NAT-00068,فندق زهرة الخليج,56.4,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000283,فندق زهرة الخليج,investment,LY-INV-HOT-NAT-00189,فندق زهرة الخليج,56.4,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000283,فندق زهرة الخليج,investment,LY-INV-HOT-TRI-00044,فندق زهرة الخليج,53.6,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000284,فندق السلاسل الذهبية,investment,LY-INV-HOT-TRI-00045,فندق السلاسل الذهبية,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000285,فندق النورس,investment,LY-INV-HOT-TRI-00047,فندق النورس,0.0,1.0,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
hotels,LY-HOT-000286,فندق التوفيق 1,investment,LY-INV-HOT-TRI-00032,فندق التوفيق 2,51.9,0.917,nearby,parent_child_relationship,retain_both_link_project_and_facility,medium,Cross-layer candidate; centroid/proximity never used alone for deletion.
